,Name,Size,Address,More info,Latitude,Longitude
866,Calvary Chapel South Bay,Mega church,"19300 S Vermont Ave Gardena, CA",http://www.usachurches.org/church/calvary-chapel-south-bay.htm,33.854869,-118.290534
867,Kairos Hollywood,Small church,"4903 Fountain Ave Los Angeles, CA",http://www.usachurches.org/church/kairos-los-angeles-church.htm,34.095371,-118.296433
868,Lighthouse Baptist Church,Small church,"110 Mercey Springs Rd Los Banos, CA",http://www.usachurches.org/church/lighthouse-baptist-church-los-banos.htm,37.066429,-120.835182
869,Venture Christian Church,Mega church,"16845 Hicks Rd Los Gatos, CA",http://www.usachurches.org/church/venture-christian-church.htm,37.221662,-121.908321
870,Mill Creek Baptist Church,Small church,"25145 Taft St Los Molinos, CA",http://www.usachurches.org/church/mill-creek-baptist-church.htm,40.047504,-122.09969
871,Rock of Faith COGIC Community Outreach,Medium church,"4555 Foothill Dr Lucerne, CA",http://www.usachurches.org/church/rock-of-faith-cogic-community-outreach.htm,39.097569,-122.796575
872,Grace Community Church,Medium church,"17755 Road 26Madera, CA",http://www.usachurches.org/church/grace-community-church-ca.htm,47.518125,-79.863479
873,Good News Ministries,Medium church,"1930 Modoc St Madera, CA",http://www.usachurches.org/church/good-news-ministries.htm,36.951637,-120.082923
874,Lake Street Fellowship,Small church,"16760 N Lake St Madera, CA",http://www.usachurches.org/church/lake-street-fellowship.htm,36.993457,-120.056173
875,Pacific Christian Center,Medium church,"1403 Pacific Ave Manhattan Beach, CA",http://www.usachurches.org/church/pacific-christian-center.htm,33.889142,-118.40331
876,Central Valley Baptist Church,Large church,"10948 S Airport Way Manteca, CA",http://www.usachurches.org/church/central-valley-baptist-church.htm,37.861691,-121.255818
877,Calvary Community Church,Large church,"815 W Lathrop Rd Manteca, CA",http://www.usachurches.org/church/calvary-community-church-manteca.htm,37.826442,-121.228966
878,Covenant Presbyterian Church,Large church,"910 2nd Ave Marina, CA",http://www.usachurches.org/church/covenantpresbyterianchurch.htm,36.668312,-121.808392
879,CrossPointe Baptist Church of McFarland,Small church,"103 W Sherwood Ave Mc Farland, CA",http://www.usachurches.org/church/crosspointe-baptist-church-of-mcfarland.htm,35.674377,-119.227958
880,Church of the Living Savior,Medium church,"149 5th St Mc Farland, CA",http://www.usachurches.org/church/church-of-the-living-savior.htm,35.675094,-119.233871
881,Revival Christian Fellowship,Large church,"29220 Scott Rd Menifee, CA",http://www.usachurches.org/church/revival-christian-fellowship.htm,33.641505,-117.150598
882,City Christian Church,Small church,"26255 Garboni Rd Menifee, CA",http://www.usachurches.org/church/city-christian-church.htm,33.656012,-117.201416
883,Menlo Park Presbyterian Church,Mega church,"950 Santa Cruz Ave Menlo Park, CA",http://www.usachurches.org/church/menlo-park-presbyterian-church.htm,37.448738,-122.186986
884,Creekside Evangelical Free Church,Medium church,"2876 G St Merced, CA",http://www.usachurches.org/church/creekside-evangelical-free-church.htm,37.311107,-120.469347
885,CreekPointe Church,Medium church,"100 Farmland Ave Merced, CA",http://www.usachurches.org/church/creekpointe-church.htm,37.368397,-120.468675
886,Yosemite Church,Large church,"2230 E Yosemite Ave Merced, CA",http://www.usachurches.org/church/yosemite-church.htm,37.332171,-120.443218
887,First Christian Church,Small church,"1345 E Olive Ave Merced, CA",http://www.usachurches.org/church/first-christian-church-merced.htm,37.318476,-120.455288
888,Missionary Baptist Church of Merced,Small church,"1244 Weaver Ave Merced, CA",http://www.usachurches.org/church/missionary-baptist-church-of-merced.htm,37.290831,-120.441439
889,Milpitas Church of Christ,Small church,"450 Wool Dr Milpitas, CA",http://www.usachurches.org/church/milpitaschurchofchrist.htm,37.441748,-121.889207
890,Reverence Bible Church,Medium church,"22081 Hidalgo Mission Viejo, CA",http://www.usachurches.org/church/reverencebiblechurch.htm,33.642183,-117.655141
891,Presbyterian Church of the Master,Large church,"26051 Marguerite Pkwy Mission Viejo, CA",http://www.usachurches.org/church/presbyterian-church-of-the-master.htm,33.584732,-117.65998
892,Spirit and Truth Lighthouse,Medium church,"23455 Madero Mission Viejo, CA",http://www.usachurches.org/church/spirit-and-truth-lighthouse.htm,33.622789,-117.677459
893,"Grace Church, Modesto",Medium church,"1448 Standiford Ave Modesto, CA",http://www.usachurches.org/church/grace-church-modesto.htm,37.689405,-121.016485
894,Big Valley Grace Community Church,Mega church,"4040 Tully Rd Modesto, CA",http://www.usachurches.org/church/big-valley-grace-community-church.htm,37.699513,-121.012731
895,Calvary Chapel Modesto,Mega church,"4300 American Ave Modesto, CA",http://www.usachurches.org/church/calvary-chapel-modesto.htm,37.702114,-121.040873
896,The House Modesto,Mega church,"1601 Coffee Rd Modesto, CA",http://www.usachurches.org/church/calvary-temple-worship-center.htm,37.668045,-120.975669
897,Apostolic Revival Truth Ministries,Small church,"2217 Liselle Ln Modesto, CA",http://www.usachurches.org/church/apostolic-revival-truth-ministries.htm,37.596858,-121.006851
898,Geneva Presbyterian Church,Medium church,"1229 E Fairmont Ave Modesto, CA",http://www.usachurches.org/church/geneva-presbyterian-church.htm,37.65722,-120.976567
899,First United Methodist Church,Medium church,"850 16th St Modesto, CA",http://www.usachurches.org/church/first-united-methodist-church-modesto.htm,37.643448,-120.992983
900,Ministry of Christ Church of God in Christ,Medium church,"2549 Yosemite Blvd, Ste C Modesto, CA",http://www.usachurches.org/church/ministry-of-christ-church-of-god-in-christ.htm,37.638156,-120.948737
901,Mokelumne Hill Church,Medium church,"8243 Main St Mokelumne Hill, CA",http://www.usachurches.org/church/mokelumne-hill-church.htm,38.30022,-120.706346
902,Hope Unlimited Church,Large church,"2780 S Peck Rd Monrovia, CA",http://www.usachurches.org/church/hope-unlimited-church.htm,34.118633,-118.003844
903,Praise Experience Church,Small church,"8880 Benson Ave, Ste 114Montclair, CA",http://www.usachurches.org/church/praise-experience-church.htm,43.942334,-78.835707
904,Pacific Baptist Church,Small church,"337 W Pomona Blvd Monterey Park, CA",http://www.usachurches.org/church/pacific-baptist-church-of-los-angeles.htm,34.033547,-118.135689
905,Shoreline Community Church,Mega church,"2500 Garden Rd Monterey, CA",http://www.usachurches.org/church/shoreline-community-church.htm,36.585995,-121.852502
906,Pacific Baptist Church,Small church,"337 W Pomona Blvd Monterey Park, CA",http://www.usachurches.org/church/pacific-baptist-church-of-los-angeles.htm,34.033547,-118.135689
907,Community Christian Church,Medium church,"216 Moorpark Ave Moorpark, CA",http://www.usachurches.org/church/community-christian-church-moorpark.htm,34.280896,-118.8821
908,St. Giles' Episcopal Church,Small church,"1928 St Marys Rd Moraga, CA",http://www.usachurches.org/church/st-giles-episcopal-church.htm,37.842219,-122.110528
909,God's Harvest Church of God in Christ,Medium church,"23750 Alessandro Blvd Moreno Valley, CA",http://www.usachurches.org/church/gods-harvest-church-of-god-in-christ.htm,33.917325,-117.249868
910,Grace Temple Church of God in Christ,Medium church,"24525 Alessandro Blvd, Ste A Moreno Valley, CA",http://www.usachurches.org/church/grace-temple-church-of-god-in-christ.htm,33.917198,-117.234283
911,Strong Tower Apostolic Community Church,Medium church,"22405 Goldencrest Dr Moreno Valley, CA",http://www.usachurches.org/church/strong-tower-apostolic-community-church.htm,33.911656,-117.271838
912,House of Destiny Deliverance Center,Small church,"24661 Alessandro Blvd Moreno Valley, CA",http://www.usachurches.org/church/house-of-destiny-deliverance-center.htm,33.9172,-117.232836
913,Trinity Bible Church,Medium church,"305 W Main Ave Morgan Hill, CA",http://www.usachurches.org/church/trinity-bible-church-gilroy.htm,37.127067,-121.660321
914,"Community Christian, Morgan Hill Campus",Medium church,"305 W Main Ave Morgan Hill, CA",http://www.usachurches.org/church/community-christian-morgan-hill-campus.htm,37.127067,-121.660321
915,Abundant Life Christian Fellowship,Mega church,"2440 Leghorn St Mountain View, CA",http://www.usachurches.org/church/abundant-life-christian-fellowship-mountain-view.htm,37.419216,-122.09821
916,Great Oaks Apostolic Church,Medium church,"25687 Jefferson Ave Murrieta, CA",http://www.usachurches.org/church/great-oaks-apostolic-church.htm,33.544021,-117.191979
917,The Lord's City Ministries (TLC),Small church,"40855 Chaco Canyon Rd Murrieta, CA",http://www.usachurches.org/church/the-lords-city-ministries.htm,33.578853,-117.214244
918,Sandals Church,Small church,"38397 Innovation Ct Murrieta, CA",http://www.usachurches.org/church/sandals-church.htm,33.560201,-117.133457
919,Napa Valley Community Church,Medium church,"4149 Linda Vista Ave Napa, CA",http://www.usachurches.org/church/valley-community-church-napa.htm,38.329593,-122.327119
920,Hopewell Baptist Church,Large church,"3755 Linda Vista Ave Napa, CA",http://www.usachurches.org/church/hopewellbaptistchurch.htm,38.324199,-122.322333
921,Creekside Community Church,Medium church,"1050 Hagen Rd Napa, CA",http://www.usachurches.org/church/creekside-community-church.htm,38.321803,-122.270326
922,San Diego Japanese Southern Baptist Church,Small church,"2605 Highland Ave National City, CA",http://www.usachurches.org/church/san-diego-japanese-southern-baptist-church.htm,32.662596,-117.092683
923,Cornerstone Church of San Diego,Mega church,"1920 Sweetwater Rd National City, CA",http://www.usachurches.org/church/cornerstone-church-of-san-diego.htm,32.661038,-117.077804
924,Love of God International Ministries,Small church,"3400 E 8th St National City, CA",http://www.usachurches.org/church/love-of-god-international-ministries.htm,32.685702,-117.071718
925,Solid Rock Church of God in Christ,Medium church,"5970 Thornton Ave Newark, CA",http://www.usachurches.org/church/solid-rock-church-of-god-in-christ.htm,37.537912,-122.029716
926,Bridge Church,Large church,"999 Rancho Canejo Blvd Newbury Park, CA",http://www.usachurches.org/church/bridge-church.htm,34.192027,-118.923372
927,The Place Adventist Fellowship,Large church,"2697 Lavery Ct Newbury Park, CA",http://www.usachurches.org/church/the-place-adventist-fellowship.htm,34.194212,-118.926495
928,Calvary Chapel Newcastle,Small church,"661 Newcastle Rd Newcastle, CA",http://www.usachurches.org/church/calvery-chapel-newcastle.htm,38.871671,-121.130782
929,St. Andrew's Presbyterian Church,Mega church,"600 St Andrews Rd Newport Beach, CA",http://www.usachurches.org/church/st-andrews-presbyterian-church.htm,33.621464,-117.913155
930,Niland Community Church,Small church,"4th St & International Blvd Niland, CA",http://www.usachurches.org/church/niland-community-church.htm,33.240214,-115.512652
931,Turning Point Church,Medium church,"2000 Norco Dr Norco, CA",http://www.usachurches.org/church/turning-point-church.htm,33.937321,-117.563346
932,Family Community Church,Medium church,"6331 Watt Ave North Highlands, CA",http://www.usachurches.org/church/familycommunitychurch.htm,38.682564,-121.382949
933,Zion Lutheran Church,Medium church,"3644 Bolivar Ave North Highlands, CA",http://www.usachurches.org/church/zion-lutheran-church-north-highlands.htm,38.682975,-121.380507
934,Higher Hope Christian Church,Small church,"5852 Santa Fe Way North Highlands, CA",http://www.usachurches.org/church/higher-hope-christian-church.htm,38.67372,-121.369578
935,Evangelical Free Church,Medium church,"12020 Strathern St North Hollywood, CA",http://www.usachurches.org/church/evangelical-free-church.htm,34.215721,-118.395152
936,St. Paul's Lutheran Church,Small church,"14134 Clarkdale Ave Norwalk, CA",http://www.usachurches.org/church/st-pauls-lutheran-church-norwalk.htm,33.902993,-118.07912
937,Community Baptist Church,Medium church,"12226 Alondra Blvd Norwalk, CA",http://www.usachurches.org/church/community-baptist-church-norwalk.htm,33.88762,-118.072101
938,"Ekklesia of Christ Apostolic, Inc.",Medium church,"13111 Sycamore Dr Norwalk, CA",http://www.usachurches.org/church/ekklesiaofchristapostolicinc.htm,33.911654,-118.070313
939,My Father's House Christian Center,Small church,"14631 Leffingwell Rd Whittier, CA",http://www.usachurches.org/church/my-fathers-house-christian-center.htm,33.925037,-118.019603
940,First Free Will Baptist Church,Small church,"11242 Ferina St Norwalk, CA",http://www.usachurches.org/church/first-free-will-baptist-church-norwalk.htm,33.893036,-118.094047
941,New Life New Beginnings Church,Small church,"14626 Pioneer Blvd Norwalk, CA",http://www.usachurches.org/church/new-life-new-beginnings-church.htm,33.898078,-118.082531
942,New Life Christian Center,Large church,"1370 S Novato Blvd Novato, CA",http://www.usachurches.org/church/new-life-christian-center-novato.htm,38.087335,-122.56442
943,Faith Builders Tabernacle,Medium church,"503 S Palm Dr Novato, CA",http://www.usachurches.org/church/faithbuilderstabernacle.htm,38.057157,-122.518177
944,Manor Baptist Church,Medium church,"1845 Lewelling Blvd San Leandro, CA",http://www.usachurches.org/church/manor-baptist-church.htm,37.680333,-122.153968
945,First African Methodist Episcopal Church Oakland (FAME Oakland),Large church,"3701 Telegraph Ave Oakland, CA",http://www.usachurches.org/church/first-african-methodist-episcopal-church-fame.htm,37.825508,-122.265428
946,Shiloh Church,Large church,"3295 School St Oakland, CA",http://www.usachurches.org/church/shiloh-church.htm,37.792685,-122.207848
947,Livingwater Church,Large church,"2727 College Ave Berkeley, CA",http://www.usachurches.org/church/livingwater-church.htm,37.860922,-122.253433
948,New Life Church of God In Christ,Small church,"4450 International Blvd Oakland, CA",http://www.usachurches.org/church/new-life-church-of-god-in-christ.htm,37.771578,-122.213056
949,Greater House of Prayer COGIC,Medium church,"5863 Mac Arthur Blvd Oakland, CA",http://www.usachurches.org/church/greaterhouseofprayercogic.htm,37.77579,-122.184933
950,Beth Eden Baptist Church,Medium church,"1183 10th St Oakland, CA",http://www.usachurches.org/church/beth-eden-baptist-church.htm,37.806755,-122.28771
951,Hopewell Baptist Church,Medium church,"2050 Lincoln Ave Alameda, CA",http://www.usachurches.org/church/hopewell-baptist-church.htm,37.770102,-122.249276
952,Ephesian Church of God in Christ,Medium church,"1709 Alcatraz Ave Berkeley, CA",http://www.usachurches.org/church/ephesian-church-of-god-in-christ.htm,37.848494,-122.273299
953,Greater St. Paul Church,Mega church,"1827 Martin Luther King Jr Way Oakland, CA",http://www.usachurches.org/church/greater-st-paul-church-oakland.htm,37.809272,-122.274037
954,First Covenant Church,Large church,"4000 Redwood Rd Oakland, CA",http://www.usachurches.org/church/first-covenant-church.htm,37.798378,-122.184563
955,Acts Full Gospel Church of God in Christ,Large church,"1034 66th Ave Oakland, CA",http://www.usachurches.org/church/acts-full-gospel-church-of-God-in-christ.htm,37.759499,-122.197339
956,Redwood Chapel Community Church,Large church,"19300 Redwood Rd Castro Valley, CA",http://www.usachurches.org/church/redwood-chapel-community-church.htm,37.70563,-122.073988
957,Allen Temple Baptist Church,Large church,"8501 International Blvd Oakland, CA",http://www.usachurches.org/church/allen-temple-baptist-church.htm,37.753081,-122.177032
958,Good Samaritan Cathedral,Medium church,"625 W Mac Arthur Blvd Oakland, CA",http://www.usachurches.org/church/good-samaritan-cathedral.htm,37.827083,-122.268759
959,Prayer Tower Church of God in Christ,Medium church,"2135 47th Ave Oakland, CA",http://www.usachurches.org/church/prayer-tower-church-of-god-in-christ.htm,37.775738,-122.206854
960,Watson Temple Apostolic Church,Medium church,"6141 Market St Emeryville, CA",http://www.usachurches.org/church/watson-temple-apostolic-church.htm,37.845963,-122.276569
961,Shekinah Glory Worship Center,Medium church,"3818 Market St Oakland, CA",http://www.usachurches.org/church/shekinah-glory-worship-center.htm,37.828504,-122.274462
962,King of Kings Lutheran Church,Medium church,"2993 Mac Donald St Oceanside, CA",http://www.usachurches.org/church/king-of-kings-lutheran-church-oceanside.htm,33.199869,-117.347952
963,The Remedy Church,Medium church,"4749 Oceanside Blvd Oceanside, CA",http://www.usachurches.org/church/the-remedy-church.htm,33.215452,-117.27192
964,Parkside Church,Medium church,"1550 Temple Heights Dr Oceanside, CA",http://www.usachurches.org/church/parksidechurch.htm,33.218513,-117.270878
965,North Coast Calvary Chapel,Mega church,"1330 Poinsettia Ln Carlsbad, CA",http://www.usachurches.org/church/north-coast-calvary-chapel.htm,33.110441,-117.294177
966,Shepherd of the Valley Lutheran Church,Medium church,"4510 N River Rd Oceanside, CA",http://www.usachurches.org/church/shepherd-of-the-valley-lutheran-church.htm,33.245362,-117.316572
967,North Coast Church,Mega church,"2405 N Santa Fe Ave Vista, CA",http://www.usachurches.org/church/north-coast-church.htm,33.234668,-117.255632
968,New Venture Christian Fellowship,Mega church,"4000 Mystra Dr Oceanside, CA",http://www.usachurches.org/church/new-venture-christian-fellowship.htm,33.164792,-117.269382
969,Mission Church,Medium church,"1 Pirates Cove Oceanside, CA",http://www.usachurches.org/church/mission-church.htm,33.199281,-117.373641
970,Church of the Living Christ,Medium church,"190 E El Roblar Dr Ojai, CA",http://www.usachurches.org/church/church-of-the-living-christ.htm,34.448,-119.27419
971,Family Christian Center,Medium church,"1429 N Euclid Ave Ontario, CA",http://www.usachurches.org/church/family-christian-center-pomona.htm,34.084401,-117.65127
972,Newlife Pomona,Medium church,"275 E Foothill Blvd Pomona, CA",http://www.usachurches.org/church/newlife-community-church-pomona.htm,34.107218,-117.744844
973,Jesus Is Lord Church Ontario,Medium church,"11255 Central Ave Ontario, CA",http://www.usachurches.org/church/jesus-is-lord-church-west-covina.htm,34.049078,-117.68939
974,Montecito Baptist Church,Large church,"2560 S Archibald Ave Ontario, CA",http://www.usachurches.org/church/montecito-baptist-church.htm,34.027254,-117.593296
975,LaunchPoint Community Church,Medium church,"3850 E Riverside Dr Ontario, CA",http://www.usachurches.org/church/launchpoint-community-church.htm,34.01893,-117.569227
976,Grace Church of Orange,Medium church,"2201 Fairhaven Ave Orange, CA",http://www.usachurches.org/church/gracechurchoforange.htm,33.77328,-117.829793
977,Friends Church Orange,Medium church,"426 W Almond Ave Orange, CA",http://www.usachurches.org/church/friends-church-orange.htm,33.786056,-117.857143
978,Spirit and Truth Worship Center,Large church,"4700 E Walnut Ave Orange, CA",http://www.usachurches.org/church/spiritandtruthworshipcenter.htm,33.795029,-117.804012
979,Oak Avenue Church,Medium church,"8790 Oak Ave Orangevale, CA",http://www.usachurches.org/church/oak-avenue-free-methodist-church.htm,38.700236,-121.230623
980,New Hope Presbyterian Church,Medium church,"191 N Orange St Orange, CA",http://www.usachurches.org/church/newhopepresbyterianchurch.htm,33.789214,-117.852034
981,Oak Avenue Church,Medium church,"8790 Oak Ave Orangevale, CA",http://www.usachurches.org/church/oak-avenue-free-methodist-church.htm,38.700236,-121.230623
982,Revival Tabernacle (UPCI),Medium church,"105 S Broadway Orcutt, CA",http://www.usachurches.org/church/revivaltabernacle.htm,34.864787,-120.447237
983,The Father's House Church,Medium church,"2833 Fort Wayne St Oroville, CA",http://www.usachurches.org/church/the-fathers-house-church.htm,39.495673,-121.540848
984,Number One Church of God in Christ,Small church,"3291 Burlington Ave Oroville, CA",http://www.usachurches.org/church/number-one-church-of-god-in-christ.htm,39.499036,-121.541613
985,Pacific Coast Ministries,Medium church,"301 Bernoulli Cir Oxnard, CA",http://www.usachurches.org/church/pacific-coast-ministries.htm,34.204144,-119.150342
986,Calvary Chapel Oxnard,Large church,"1925 Eastman Ave Oxnard, CA",http://www.usachurches.org/church/calvary-chapel-oxnard.htm,34.198261,-119.155406
987,Church of Christ of Port Hueneme,Medium church,"530 Joyce Dr Port Hueneme, CA",http://www.usachurches.org/church/church-of-christ-of-port-hueneme.htm,34.150771,-119.192962
988,Gold Coast Fellowship,Small church,"831 W 7th St Oxnard, CA",http://www.usachurches.org/church/gold-coast-fellowship.htm,34.195149,-119.186971
989,Sojourn Church,Small church,"2500 Lobelia Dr Oxnard, CA",http://www.usachurches.org/church/sojourn-church.htm,34.233097,-119.190998
990,Calvary Church Pacific Palisades,Medium church,"701 Palisades Dr Pacific Palisades, CA",http://www.usachurches.org/church/calvary-church-pacific-palisades.htm,34.04828,-118.552832
991,Saint Cecilia Catholic Community,Small church,"555 N Commercial Rd #1Palm Springs, CA",http://www.usachurches.org/church/saintceciliacatholiccommunity.htm,33.831742,-116.516182
992,Desert Chapel,Mega church,"630 S Sunrise Way Palm Springs, CA",http://www.usachurches.org/church/desert-chapel.htm,33.812415,-116.52822
993,Sonrise Baptist Church,Medium church,"2751 E Ave R Palmdale, CA",http://www.usachurches.org/church/sonrise-baptist-church.htm,34.57276,-118.079452
994,Cornerstone Apostolic Church,Medium church,"39324 3rd St E Palmdale, CA",http://www.usachurches.org/church/cornerstone-apostolic-church-palmdale.htm,34.597061,-118.125417
995,First United Methodist Church of Palo Alto,Medium church,"625 Hamilton Ave Palo Alto, CA",http://www.usachurches.org/church/first-united-methodist-church-of-palo-alto.htm,37.449079,-122.156416
996,Grace Temple Memorial COGIC,Medium church,"1970 Clarke Ave East Palo Alto, CA",http://www.usachurches.org/church/gracetemplememorialcogic.htm,37.459995,-122.134605
997,First Christian Church,Small church,"5738 Pentz Rd Paradise, CA",http://www.usachurches.org/church/first-christian-church-paradise.htm,39.748138,-121.57246
998,New Life Apostolic Church,Small church,"8634 Skyway Paradise, CA",http://www.usachurches.org/church/new-life-apostolic-church-paradise.htm,39.783186,-121.600517
999,Skyway Assembly of God,Medium church,"8792 Skyway Paradise, CA",http://www.usachurches.org/church/skyway-assembly-of-god.htm,39.786787,-121.595335
1000,Grace Pasadena,Large church,"85 E Holly St Pasadena, CA",http://www.usachurches.org/church/gracepasadena.htm,34.147641,-118.148636
1001,Prism Church,Medium church,"61 N Hill Ave Pasadena, CA",http://www.usachurches.org/church/prismchurch.htm,34.147155,-118.121361
1002,Deliverance Tabernacle,Medium church,"1299 Sunset Ave Pasadena, CA",http://www.usachurches.org/church/deliverance-tabernacle.htm,34.168148,-118.154801
1003,Lake Avenue Church,Mega church,"393 N Lake Ave Pasadena, CA",http://www.usachurches.org/church/lake-avenue-church.htm,34.152861,-118.132458
1004,First Baptist Church Pasadena,Medium church,"75 N Marengo Ave Pasadena, CA",http://www.usachurches.org/church/first-baptist-church-pasadena.htm,34.147146,-118.145973
1005,Family Worship Center,Medium church,"616 Creston Rd Paso Robles, CA",http://www.usachurches.org/church/family-worship-center.htm,35.628157,-120.675096
1006,Set Free Church of the High Desert,Medium church,"3842 Coyote Rd Phelan, CA",http://www.usachurches.org/church/set-free-church-of-the-high-desert.htm,34.443538,-117.57763
1007,St. Francis Xavier Catholic Church,Medium church,"4245 Acacia Ave Pico Rivera, CA",http://www.usachurches.org/church/st-francis-xavier-catholic-church.htm,34.012445,-118.082327
1008,Mt. Zion Church,Medium church,"13891 Cedar Pine Ln Pine Grove, CA",http://www.usachurches.org/church/mt-zion-church.htm,38.408748,-120.652543
1009,Amador Free Will Baptist Church,Small church,"14300 Pioneer Volcano Rd Pioneer, CA",http://www.usachurches.org/church/amador-free-will-baptist.htm,38.416233,-120.61029
1010,Bayside Church of Placerville,Medium church,"4602 Missouri Flat Rd Placerville, CA",http://www.usachurches.org/church/baysidechurchofplacerville.htm,38.696988,-120.823421
1011,Grace Reformed Baptist Church,Medium church,"1386 Carson Rd Placerville, CA",http://www.usachurches.org/church/grace-reformed-baptist-church.htm,38.735665,-120.783162
1012,Lincoln Avenue Community Church,Medium church,"1511 Lincoln Ave Pomona, CA",http://www.usachurches.org/church/lincoln-avenue-community-church.htm,34.070909,-117.720479
1013,Newlife Pomona,Medium church,"275 E Foothill Blvd Pomona, CA",http://www.usachurches.org/church/newlife-community-church-pomona.htm,34.107218,-117.744844
1014,Purpose Church,Large church,"601 N Garey Ave Pomona, CA",http://www.usachurches.org/church/pomona-first-baptist-church.htm,34.063855,-117.750365
1015,Calvary Chapel Golden Springs,Mega church,"22324 Golden Springs Dr Diamond Bar, CA",http://www.usachurches.org/church/calvary-chapel-golden-springs.htm,34.006349,-117.822251
1016,Grace Church of La Verne,Medium church,"3960 Fruit St La Verne, CA",http://www.usachurches.org/church/grace-church-of-la-verne.htm,34.1153,-117.761554
1017,"Cornerstone Apostolic Church, Inc.",Small church,"524 E Pasadena St Pomona, CA",http://www.usachurches.org/church/cornerstoneapostolicchurchinc.htm,34.063918,-117.741088
1018,Church of Christ of Port Hueneme,Medium church,"530 Joyce Dr Port Hueneme, CA",http://www.usachurches.org/church/church-of-christ-of-port-hueneme.htm,34.150771,-119.192962
1019,Shepherd of the Hills Church,Mega church,"19700 Rinaldi St Porter Ranch, CA",http://www.usachurches.org/church/shepherd-of-the-hills-church.htm,34.274788,-118.565076
1020,Christ Church Portola Valley and Woodside,Medium church,"815 Portola Rd Portola Valley, CA",http://www.usachurches.org/church/christchurchportolavalleyandwoodside.htm,37.382766,-122.230492
1021,St. Bartholomew's Episcopal Church,Small church,"16275 Pomerado Rd Poway, CA",http://www.usachurches.org/church/stbartholomewsepiscopalchurch.htm,33.008394,-117.056631
1022,Community Church of Poway,Medium church,"13501 Community Rd Poway, CA",http://www.usachurches.org/church/community-church-of-poway.htm,32.961145,-117.040539
1023,River City Christian,Large church,"10933 Progress Ct Rancho Cordova, CA",http://www.usachurches.org/church/first-covenant-church-of-sacramento.htm,38.59947,-121.279166
1024,International Family Christian Church,Medium church,"10455 Investment Cir Rancho Cordova, CA",http://www.usachurches.org/church/international-family-christian-church.htm,38.591276,-121.301417
1025,Abundant Living Family Church,Mega church,"10900 Civic Center Dr Rancho Cucamonga, CA",http://www.usachurches.org/church/abundant-living-family-church.htm,34.100944,-117.566767
1026,A New Song Christian Fellowship,Small church,"9774 Crescent Center Dr #501Rancho Cucamonga, CA",http://www.usachurches.org/church/a-new-song-christian-fellowship.htm,34.081624,-117.591337
1027,Northkirk Presbyterian Church,Small church,"9101 19th St Alta Loma, CA",http://www.usachurches.org/church/northkirk-presbyterian-church.htm,34.132652,-117.606026
1028,Flipside Church,Large church,"10912 Jersey Blvd Rancho Cucamonga, CA",http://www.usachurches.org/church/flipside-church.htm,34.094644,-117.567933
1029,New Direction Church of God in Christ,Medium church,"8678 Archibald Ave Rancho Cucamonga, CA",http://www.usachurches.org/church/newdirectionchurchofgodinchrist.htm,34.095973,-117.593475
1030,Calvary Chapel of Rancho Cucamonga,Large church,"10700 Town Center Dr Rancho Cucamonga, CA",http://www.usachurches.org/church/calvary-chapel-of-rancho-cucamonga.htm,34.110621,-117.571519
1031,Vintage Life Church,Small church,"15172 Walnut St Fontana, CA",http://www.usachurches.org/church/vintage-life-church.htm,34.126823,-117.481269
1032,Peninsula Community Church,Medium church,"5640 Crestridge Rd Rancho Palos Verdes, CA",http://www.usachurches.org/church/peninsula-community-church.htm,33.767733,-118.374677
1033,Skyline Church,Mega church,"11330 Campo Rd Rancho San Diego, CA",http://www.usachurches.org/church/skyline-church.htm,32.762077,-116.926167
1034,Calvary Chapel of Rancho Santa Margarita,Medium church,"30615 Av. de Las Flores Rancho Santa Margarita, CA",http://www.usachurches.org/church/calvarychapelofranchosantamargarita.htm,33.640667,-117.594546
1035,Second Baptist Church,Small church,"2560 Bunker St Redding, CA",http://www.usachurches.org/church/second-baptist-church-redding.htm,40.570131,-122.339977
1036,Neighborhood Church of Redding,Mega church,"777 Loma Vista Dr Redding, CA",http://www.usachurches.org/church/neighborhood-church-of-redding.htm,40.549236,-122.357121
1037,Redding First Church of the Nazarene,Small church,"2225 Bechelli Ln Redding, CA",http://www.usachurches.org/church/reddingfirstchurchofthenazarene.htm,40.57509,-122.362133
1038,Little Country Church,Mega church,"873 Canby Rd Redding, CA",http://www.usachurches.org/church/little-country-church.htm,40.597707,-122.353152
1039,ACTS Center,Medium church,"2064 Orange Tree Ln Redlands, CA",http://www.usachurches.org/church/actscenter.htm,34.067161,-117.222684
1040,Trinity Church,Large church,"1551 Reservoir Rd Redlands, CA",http://www.usachurches.org/church/trinity-church-redlands.htm,34.038656,-117.151511
1041,First Evangelical Lutheran Church,Medium church,"1207 W Cypress Ave Redlands, CA",http://www.usachurches.org/church/first-evangelical-lutheran-church-redlands.htm,34.038853,-117.191936
1042,Kingdom Life Fellowship,Medium church,"1125 Research Dr Redlands, CA",http://www.usachurches.org/church/kingdom-life-fellowship.htm,34.068533,-117.236741
1043,Pathway Church,Medium church,"611 E Cypress Ave Redlands, CA",http://www.usachurches.org/church/pathway-church.htm,34.050558,-117.170719
1044,Sovereign Grace Orthodox Presbyterian Church,Medium church,"Wabash Ave & 5th Ave Redlands, CA",http://www.usachurches.org/church/sovereign-grace-orthodox-presbyterian-church.htm,34.048389,-117.138969
