name;addr
Faith Baptist Church;Godfrey,IL,62035
Faith Baptist Church;,AR,72058
Faith Baptist Church;Gulfport,MS,39503
Faith Baptist Church;Kilgore,TX,75662
Faith Baptist Church;Melrose Park,IL,60164
Faith Baptist Church;Oak Creek,WI,53154
Faith Baptist Church;,PA,16667
Faith Baptist Church;Posen,IL,60469
Faith Baptist Church;Omaha,NE,68110
Faith Baptist Church;Richmond,KY,40475
Faith Baptist Church;Rocky Mount,NC,27801
Faith Baptist Church;Saginaw,MI,48604
Faith Baptist Church;Sellersville,PA,18960
Faith Baptist Church;Seneca,PA,16346
Faith Baptist Church;Thomaston,GA,30286
Faith Baptist Church;Tuscola,IL,61953
Faith Baptist Church of Altoona;Altoona,PA,16602
Faith Bible Baptist Church;Fort Pierce,FL,34982
Faith Bible Baptist Church;Lapeer,MI,48446
Faith Bible Baptist Church;Medina,NY,14103
Faith Bible Baptist Church;Oakdale,LA,71463
Faith Bible Baptist Church;Turtle Creek,PA,15145
Faith Independent Baptist Church;Philadelphia,PA,19145
Faith Independent Baptist Church;Vinton,IA,52349
Faith Missionary Baptist Church;Paducah,KY,42001
Fallowfield Baptist Church of Monongahela;Finleyville,PA,15332
Farmington Avenue Baptist Church;West Hartford,CT,06107
Fellowship Baptist Church;Bearden,AR,71720
Fellowship Baptist Church;Corydon,IN,47112
Fellowship Baptist Church;Emlenton,PA,16373
Fellowship Baptist Church;Irving,TX,75061
Fellowship Baptist Church;Lebanon,OH,45036
Fellowship Baptist Church;Marshalltown,IA,50158
Fellowship Baptist Church;Maryville,TN,37801
Fellowship Baptist Church;Racine,WI,53406
Fellowship Baptist Church;Sycamore,IL,60178
Fifth Street Baptist Church;Lowell,MA,01850
Fifty-Eighth Ave Baptist Church;Cicero,IL,60804
First Baptist Church;Aliquippa,PA,15001
First Baptist Church;Amboy,IL,61310
First Baptist Church;,TX,78606
First Baptist Church;Blooming Prairie,MN,55917
First Baptist Church;Borden,IN,47106
First Baptist Church;Bridgeview,IL,60455
First Baptist Church;,IL,62012
First Baptist Church;Clinton,IL,61727
First Baptist Church;Crete,IL,60417
First Baptist Church;Dwight,IL,60420
First Baptist Church;,,12472
First Baptist Church;,MI,49631
First Baptist Church;Geneseo,IL,61254
First Baptist Church;Genoa,IL,60135
First Baptist Church;Gibsonton,FL,33534
First Baptist Church;Gillespie,IL,62033
First Baptist Church;,IL,62037
First Baptist Church;Grove City,PA,16127
First Baptist Church;Hammond,IN,46320
First Baptist Church;Lewistown,IL,61542
First Baptist Church;Mediapolis,IA,52637
First Baptist Church;Milford,OH,45150
First Baptist Church;Mission,KS,66202
First Baptist Church;Monticello,IL,61856
First Baptist Church;Morley,MI,49336
First Baptist Church;New Castle,DE,19720
First Baptist Church;Plattsmouth,NE,68048
First Baptist Church;Rochelle,IL,61068
First Baptist Church;Rosemount,MN,55068
First Baptist Church;Saginaw,MI,48601
First Baptist Church;Sauk Village,IL,60411
First Baptist Church;Schererville,IN,46375
First Baptist Church;Seymour,IA,52590
First Baptist Church;Steinhatchee,FL,32359
First Baptist Church;Watseka,IL,60970
Wyoming First Baptist Church;Wyoming,IL,61491
First Baptist Church of Aloha;Beaverton,OR,97007
First Baptist Church of Arcola;Roseland,LA,70456
First Baptist Church of Burbank;Burbank,IL,60459
First Baptist Church of Citrus Park;Tampa,FL,33625
First Baptist Church of Goodells;,MI,48027
First Baptist Church of Greenville;Greenview,IL,62642
First Baptist Church of Haltom City;Fort Worth,TX,76148
First Baptist Church of Kenmore;Akron,OH,44314
First Baptist Church of Lapeer;Lapeer,MI,48446
First Baptist Church of Park Rapids;Park Rapids,MN,56470
Penn Hills Baptist Church;Verona,PA,15147
First Baptist Church of Springboro;,OH,45066
First Baptist Church of Marquette;Chicago,IL,60652
First Bible Baptist Church;Green Bay,WI,54301
First Bible Baptist Church;Harmony,PA,16037
Five Forks Baptist Church;Cedar Grove,NC,27231
Fords Bush Bible Church;Fort Plain,NY,13339
Foundation Baptist Church;Cary,IL,60013
Frederick Baptist Church;Frederick,MD,21703
Freedom Baptist Church;Eastover,NC,28312
Freedom Baptist Church;Glenolden,PA,19036
Freedom Baptist Church;Hernando,FL,34442
Friendly Lane Baptist Church;Haltom City,TX,76117
Friendship Baptist Church;Cedar Rapids,IA,52402
Friendship Baptist Church;Highland,AR,72542
Friendship Baptist Church;Hurst,TX,76053
Front Range Baptist Church;Fort Collins,CO,80525
Fundamental Baptist Church;Livingston,LA,70754
Coast Hills Baptist Church;Santa Maria,CA,93455
Galilee Baptist Church;Elizabethtown,KY,42701
Gateway Baptist Church;Anderson,SC,29621
Gateway Baptist Church;Clarksville,TN,37040
Gateway Baptist Church;Clinton,IA,52732
Gateway Baptist Church;Macon,GA,31206
Gateway Baptist Church;Pensacola,FL,32526
Gentle Shepherd Baptist Church;Lincoln,NE,68522
Georgetown Baptist Church;,NC,28748
Gethsemane Baptist Church;Knox,IN,46534
Glenora Baptist Church;Mineral,VA,23117
Glenwood Baptist Church;Kansas City,MO,64116
Glory Baptist Church;Carlisle,IA,50047
Gloryland Baptist Church;Birmingham,AL,35214
Good News Baptist Church;Cedar Rapids,IA,52404
Gospel Baptist Church;Billings,MT,59102
Gospel Baptist Church;Bonita Springs,FL,34135
Gospel Baptist Church;Greensboro,NC,27455
Gospel Baptist Church;Richmond,VA,23225
Gospel Baptist Church;South Richmond Hill,NY,11419
Gospel Baptist Church;Little Hocking,OH,45742
Gospel Light Baptist Church;Baton Rouge,LA,70817
Gospel Light Baptist Church;Malvern,AR,72104
Gospel Light Baptist Church;Marion,IA,52302
Gospel Light Baptist Church;Metamora,MI,48455
Gospel Light Baptist Church;Minneapolis,MN,55418
Gospel Light Baptist Church;Winder,GA,30680
Gospel Light Baptist Church;Winston-Salem,NC,27101
Grace Baptist Church;Appleton,WI,54914
Grace Baptist Church;Belleview,FL,34420
Grace Baptist Church;Billings,MT,59102
Grace Baptist Church;Bluffton,IN,46714
Grace Baptist Church;,IA,50049
Grace Baptist Church;,OK,73023
Grace Baptist Church;Chillicothe,MO,64601
Grace Baptist Church;Crestline,OH,44827
Grace Baptist Church;Delaware,OH,43015
Grace Baptist Church;Dillon,MT,59725
Grace Baptist Church;,MI,49734
Grace Baptist Church;Greensburg,PA,15601
Grace Baptist Church;Harrisonville,MO,64701
Grace Baptist Church;Lockport,IL,60441
Grace Baptist Church;Madison,WI,53716
Unionville Baptist Church;Unionville,IA,52594
Grace Baptist Church;Marion,IA,52302
Grace Baptist Church;Marrero,LA,70072
Grace Baptist Church;Neodesha,KS,66757
Grace Baptist Church;New Buffalo,MI,49117
Grace Baptist Church;Pekin,IL,61554
Grace Baptist Church;Philadelphia,PA,19137
Grace Baptist Church;Phillipsburg,OH,45354
Grace Baptist Church;,IL,62363
Grace Baptist Church;Quincy,IL,62301
Grace Baptist Church;Raleigh,IL,62977
Grace Baptist Church;Red Oak,IA,51566
Grace Baptist Church;Slaughter,LA,70777
Grace Baptist Church;Sulphur,LA,70665
Grace Baptist Church;Scottsdale,AZ,85257
Grace Baptist Church;Urbana,OH,43078
Grace Baptist Church;Waycross,GA,31501
Grace Baptist Church;,PA,17268
Grace Baptist Church;Winterset,IA,50273
Grace Baptist Temple;Chesapeake,VA,23320
Grace Bible Baptist Church;Corinth,MS,38835
Grace Independent Baptist Church;Ocean Springs,MS,39564
Grace of Calvary Baptist Church;Erie,PA,16509
Grand View Baptist Church;Beavercreek,OR,97004
Grandview Park Baptist Church;Des Moines,IA,50317
Greater Cumberland Baptist Church;Hopkinsville,KY,42240
Greater Point Baptist Church;Stevens Point,WI,54481
Greater Waco Baptist Church;Waco,TX,76705
Greensboro Baptist Church;Greensboro,NC,27407
Greenville Baptist Temple;Greenville,OH,45331
Greenwood Bible Baptist Church;Greenwood,IN,46143
Griffith Baptist Church;Griffith,IN,46319
Gulf Coast Baptist Church;Cape Coral,FL,33990
Hannahstown Road Baptist Church;Cabot,PA,16023
Harbor Baptist Church;Charlotte,NC,28213
Harbor Baptist Church;Hainesport,NJ,08036
Harborcreek Baptist Church;Erie,PA,16510
Harmony Baptist Church;Waterford,PA,16441
Hartford Independent Baptist Church;Spencerville,OH,45887
Harvest Baptist Church;Cincinnati,OH,45238
Harvest Baptist Church;Fort Dodge,IA,50501
Harvest Baptist Church;Grass Lake,MI,49240
Harvest Baptist Church;Greenville,PA,16125
Open Door Baptist Church;Summit,MS,39666
Harvest Baptist Church;Lugoff,SC,29078
Harvest Baptist Church;Manhattan,KS,66502
Faith Baptist Church;Fredericksburg,VA,22407
Harvest Baptist Church;New Hartford,CT,06057
Harvest Baptist Church;Savannah,MO,64485
Harvest Baptist Church;Stockton,IL,61085
Harvest Baptist Tabernacle;Jonesboro,GA,30236
Harvest Baptist Temple;Mackinaw,IL,61755
Harvest Time Bible Church;Rock Falls,IL,61071
Haven of Rest Baptist Church;,CT,16074
Hazelgreen Baptist Church;Alsip,IL,60803
Heartland Baptist Church;Ames,IA,50010
Heartland Baptist Church;Antioch,IL,60002
Heritage Baptist Church;Auburn Hills,MI,48326
Heritage Baptist Church;Canal Winchester,OH,43110
Heritage Baptist Church;Corpus Christi,TX,78413
Heritage Baptist Church;Defiance,OH,43512
Heritage Baptist Church;Flemington,NJ,08822
Heritage Baptist Church;Florissant,MO,63033
Heritage Baptist Church;Great Falls,MT,59405
Heritage Baptist Church;Jeannette,PA,15644
Heritage Baptist Church;Lawrence,KS,66049
Heritage Baptist Church;Livingston,MT,59047
Heritage Baptist Church;Mogadore,OH,44260
Heritage Baptist Church;Norwood,MA,02062
Heritage Baptist Church;Ocala,FL,34470
Heritage Baptist Church;Palmyra,NY,14522
Heritage Baptist Church;Pueblo,CO,81008
Heritage Baptist Church;Roscoe,IL,61073
Heritage Baptist Church;Skandia,MI,49885
Heritage Baptist Church;Wallingford,CT,06492
Heron Baptist Church;Heron,MT,59844
High Street Baptist Church;Columbus,OH,43235
High Plains Baptist Church;Clovis,NM,88101
Hillcrest Baptist Church;Clermont,GA,30527
Hillside Baptist Church;Hixson,TN,37343
Hilltop Baptist Church;Hunker,PA,15639
Hilltop Baptist Church;Johnstown,PA,15905
Hillview Baptist Church;Dickson,TN,37055
Holly Hills Baptist Church;Calvert City,KY,42029
Open Door Baptist Church;Mesquite,TX,75149
Hope Baptist Church;Minneapolis,MN,55417
Hope Baptist Church;Toledo,OH,43615
Hope Bible Baptist Church;Maple Rapids,MI,48853
Hopewell Baptist Church;Napa,CA,94558
Horace Baptist Church;Chrisman,IL,61924
Hot Springs Baptist Temple;Hot Springs,AR,71901
Iglesia Bautista El Faro;Pasadena,TX,77503
Iglesia Bautista Esperanza;Lafayette,IN,47904
Immanuel Baptist Church;Jacksonville,FL,32222
Immanuel Baptist Church;Menomonie,WI,54751
Immanuel Baptist Church;New Castle,IN,47362
Independent Baptist Church;Bolingbrook,IL,60440
Independent Baptist Church;,IN,47862
Independent Baptist Church;Pleasantville,PA,16341
Independent Bible Baptist Church;Paris,IL,61944
Itasca Baptist Church;Itasca,IL,60143
Jericho Baptist Church;Gillette,WY,82717
Jordan Baptist Church;Burbank,IL,60459
Joy Baptist Church;Fort Madison,IA,52627
Kegley Baptist Church;Kegley,WV,24731
Keweenaw Baptist Church;,MI,49913
Kingsway Baptist Church;Ringgold,LA,71068
Knobs Baptist Church;Rd  Tower Hill,IL,62571
LaFayette Bible Baptist Church;Pacific,MO,63069
Lake Road Baptist Church;Clio,MI,48420
Lakeland Street Baptist Church;Fort Worth,TX,76111
Faith Lakeside Community Church;McMurray,PA,15317
Lakeview Baptist Church;Lakeview,MI,48850
Lakeview Baptist Church;Tupelo,MS,38801
Bethel Baptist Church;Walls,MS,38680
LaMarsh Baptist Church;Mapleton,IL,61547
Lancaster Baptist Church;Lancaster,CA,93535
Landmark Baptist Church;Cass Lake,MN,56633
Landmark Baptist Church;Haines City,FL,33844
Landmark Baptist Church;Logansport,IN,46947
Landmark Baptist Church;Parkersburg,WV,26101
Hope Baptist Church;,MI,48625
Landmark Baptist Church;Rolla,MO,65401
Landmark Baptist Church;Waynesburg,PA,15370
Landmark Baptist Church;,,40391
Landmark Baptist Temple;Seffner,FL,33584
Laurel Mountain Baptist Church;Gibbon Glade,PA,15440
Lava Avenue Baptist Church;Wheeling,WV,26003
Lavon Drive Baptist Church;Garland,TX,75040
Lee's Summit Baptist Temple;Lees Summit,MO,64081
Lewis Avenue Baptist Church;Temperance,MI,48182
Liberty Baptist Church;,OH,45311
Liberty Baptist Church;Charlotte,NC,28214
Liberty Baptist Church;Liberty,IN,47353
Liberty Baptist Church;Fircrest,WA,98466
Liberty Baptist Church;Fremont,NE,68025
Smoky Valley Baptist Church;Lindsborg,KS,67456
Liberty Baptist Church;Miamisburg,OH,45342
Liberty Baptist Church;Pine Bluff,AR,71603
Liberty Baptist Church;Rochester,IN,46975
Iglesia Bautista Monte De Sion;San Antonio,TX,78227
Liberty Baptist Church;San Antonio,TX,78227
Liberty Missionary Baptist Church;Shreveport,LA,71118
Library Baptist Church;Finleyville,PA,15332
Lifeline Baptist Church;Haverhill,MA,01830
Lighthouse Baptist Church;Algonac,MI,48001
Heartland Baptist Church;Saint Elmo,IL,62458
Lighthouse Baptist Church;Alton,IL,62002
Lighthouse Baptist Church;Anderson,IN,46012
Lighthouse Baptist Church;Ashtabula,OH,44004
Lighthouse Baptist Church;,IN,46303
Lighthouse Baptist Church;Elgin,IL,60123
Lighthouse Baptist Church;Grand Prairie,TX,75050
Lighthouse Baptist Church;Holland,MI,49423
Lighthouse Baptist Church;Salle,IL,61301
Lighthouse Baptist Church;Lafayette,IN,47909
Lighthouse Baptist Church;,PA,18235
Lighthouse Baptist Church;Lemon Grove,CA,91945
Lighthouse Baptist Church;,NE,68958
Lighthouse Baptist Church;Marion,IN,46952
Lighthouse Baptist Church;Newark,NY,14513
Lighthouse Baptist Church;Hickory,NC,28601
Lighthouse Baptist Church;Norwalk,CT,06851
Lighthouse Baptist Church;Plainwell,MI,49080
Lighthouse Baptist Church;Racine,WI,53402
Lighthouse Baptist Church;Rock Island,IL,61201
Lighthouse Baptist Church;San Marcos,TX,78666
Lighthouse Baptist Church;Sioux City,IA,51103
Lighthouse Baptist Church;Slidell,LA,70460
Lighthouse Baptist Church;Stanwood,IA,52337
Lighthouse Baptist Church;Waterloo,IA,50703
Lighthouse Baptist Church;Wylie,TX,75098
Lighthouse Baptist Church;Zion,IL,60099
Lighthouse Bible Baptist Church;Cape Girardeau,MO,63703
Lignthouse Baptist Church;Missoula,MT,59803
Lincoln Land Baptist Church;Springfield,IL,62708
Lincoln Trail Baptist Church;Elizabethtown,KY,42701
Living Hope Church;Winchester,WI,54557
Lockhart Road Baptist Church;Denham Springs,LA,70726
Longview Baptist Temple;Longview,TX,75604
Loomis Park Baptist Church;Jackson,MI,49201
Madison Baptist Church;Madison,WI,53704
Main Cross Baptist Church;Charlestown,IN,47111
Malone Baptist Church;Gadsden,AL,35904
Manitou Baptist Church;Manitou Beach,MI,49253
Mansfield Baptist Temple;Mansfield,OH,44905
Manton Baptist Church;,MI,49663
Maple Grove Baptist Church;Lansing,MI,48911
